at;content;cleaning;case_folding;hasil_normalisasi;tokenize;stopword removal;steming_data;stemming;Score;Sentiment
2025-07-23 06:13:26;awal buka okelah bisa masuk, setelah beberapa minggu gak buka aplikasi. disaat login malah di suruh pilih tema sesudah saya pilih tema muncul pemberitahuan blm pilih tema ini gimana solusinya?;awal buka okelah bisa masuk setelah beberapa minggu gak buka aplikasi disaat login malah di suruh pilih tema sesudah saya pilih tema muncul pemberitahuan blm pilih tema ini gimana solusinya;awal buka okelah bisa masuk setelah beberapa minggu gak buka aplikasi disaat login malah di suruh pilih tema sesudah saya pilih tema muncul pemberitahuan blm pilih tema ini gimana solusinya;awal buka okelah bisa masuk setelah beberapa minggu tidak buka aplikasi disaat login malah di suruh pilih tema sesudah saya pilih tema muncul pemberitahuan belum pilih tema ini bagaimana solusinya;['awal', 'buka', 'okelah', 'bisa', 'masuk', 'setelah', 'beberapa', 'minggu', 'tidak', 'buka', 'aplikasi', 'disaat', 'login', 'malah', 'di', 'suruh', 'pilih', 'tema', 'sesudah', 'saya', 'pilih', 'tema', 'muncul', 'pemberitahuan', 'belum', 'pilih', 'tema', 'ini', 'bagaimana', 'solusinya'];['buka', 'okelah', 'masuk', 'minggu', 'buka', 'aplikasi', 'disaat', 'login', 'suruh', 'pilih', 'tema', 'pilih', 'tema', 'muncul', 'pemberitahuan', 'pilih', 'tema', 'solusinya'];buka oke masuk minggu buka aplikasi saat login suruh pilih tema pilih tema muncul pemberitahuan pilih tema solusi;buka oke masuk minggu buka aplikasi saat login suruh pilih tema pilih tema muncul pemberitahuan pilih tema solusi;-6.0;Negatif
2025-07-23 06:03:56;saya tidak bisa memilih tema dalam aplikasi, padahal saya sudah mengupdatenya;saya tidak bisa memilih tema dalam aplikasi padahal saya sudah mengupdatenya;saya tidak bisa memilih tema dalam aplikasi padahal saya sudah mengupdatenya;saya tidak bisa memilih tema dalam aplikasi padahal saya sudah mengupdatenya;['saya', 'tidak', 'bisa', 'memilih', 'tema', 'dalam', 'aplikasi', 'padahal', 'saya', 'sudah', 'mengupdatenya'];['memilih', 'tema', 'aplikasi', 'mengupdatenya'];pilih tema aplikasi mengupdatenya;pilih tema aplikasi mengupdatenya;-6.0;Negatif
2025-07-23 05:48:21;suruh pilih tema udah pilih tema ada tanda silang belum memilih tema aplikasi aneh;suruh pilih tema udah pilih tema ada tanda silang belum memilih tema aplikasi aneh;suruh pilih tema udah pilih tema ada tanda silang belum memilih tema aplikasi aneh;suruh pilih tema sudah pilih tema ada tanda silang belum memilih tema aplikasi aneh;['suruh', 'pilih', 'tema', 'sudah', 'pilih', 'tema', 'ada', 'tanda', 'silang', 'belum', 'memilih', 'tema', 'aplikasi', 'aneh'];['suruh', 'pilih', 'tema', 'pilih', 'tema', 'tanda', 'silang', 'memilih', 'tema', 'aplikasi', 'aneh'];suruh pilih tema pilih tema tanda silang pilih tema aplikasi aneh;suruh pilih tema pilih tema tanda silang pilih tema aplikasi aneh;-14.0;Negatif
2025-07-23 05:47:00;Baru donwload. Tapi sampe pilih tema aja gabisa bingung CS;Baru donwload Tapi sampe pilih tema aja gabisa bingung CS;baru donwload tapi sampe pilih tema aja gabisa bingung cs;baru donwload tapi sampai pilih tema saja tidak bisa bingung cs;['baru', 'donwload', 'tapi', 'sampai', 'pilih', 'tema', 'saja', 'tidak', 'bisa', 'bingung', 'cs'];['donwload', 'pilih', 'tema', 'bingung', 'cs'];donwload pilih tema bingung cs;donwload pilih tema bingung cs;-2.0;Negatif
2025-07-23 05:46:10;fitur paling gapenting itu pilih tema, udah gapenting gabisa dipilih lagi kocak, milih tema default gabisa lainnya gabisa maunya apa sihh nih aplikasi;fitur paling gapenting itu pilih tema udah gapenting gabisa dipilih lagi kocak milih tema default gabisa lainnya gabisa maunya apa sihh nih aplikasi;fitur paling gapenting itu pilih tema udah gapenting gabisa dipilih lagi kocak milih tema default gabisa lainnya gabisa maunya apa sihh nih aplikasi;fitur paling gapenting itu pilih tema sudah gapenting tidak bisa dipilih lagi kocak memilih tema default tidak bisa lainnya tidak bisa maunya apa sih nih aplikasi;['fitur', 'paling', 'gapenting', 'itu', 'pilih', 'tema', 'sudah', 'gapenting', 'tidak', 'bisa', 'dipilih', 'lagi', 'kocak', 'memilih', 'tema', 'default', 'tidak', 'bisa', 'lainnya', 'tidak', 'bisa', 'maunya', 'apa', 'sih', 'nih', 'aplikasi'];['fitur', 'gapenting', 'pilih', 'tema', 'gapenting', 'dipilih', 'kocak', 'memilih', 'tema', 'default', 'maunya', 'sih', 'nih', 'aplikasi'];fitur gapenting pilih tema gapenting pilih kocak pilih tema default mau sih nih aplikasi;fitur gapenting pilih tema gapenting pilih kocak pilih tema default mau sih nih aplikasi;-7.0;Negatif
2025-07-23 05:37:11;hadeh susah banget mau masuk aja padahal udah kepilih tema tapi tulisan nya belum meilih tema, trus tiba tiba semua tulisan kadang berubah kaya di hack aneh;hadeh susah banget mau masuk aja padahal udah kepilih tema tapi tulisan nya belum meilih tema trus tiba tiba semua tulisan kadang berubah kaya di hack aneh;hadeh susah banget mau masuk aja padahal udah kepilih tema tapi tulisan nya belum meilih tema trus tiba tiba semua tulisan kadang berubah kaya di hack aneh;hadeh susah banget mau masuk saja padahal sudah kepilih tema tapi tulisan ya belum meilih tema terus tiba tiba semua tulisan kadang berubah kayak di hack aneh;['hadeh', 'susah', 'banget', 'mau', 'masuk', 'saja', 'padahal', 'sudah', 'kepilih', 'tema', 'tapi', 'tulisan', 'ya', 'belum', 'meilih', 'tema', 'terus', 'tiba', 'tiba', 'semua', 'tulisan', 'kadang', 'berubah', 'kayak', 'di', 'hack', 'aneh'];['hadeh', 'susah', 'banget', 'masuk', 'kepilih', 'tema', 'tulisan', 'ya', 'meilih', 'tema', 'tulisan', 'kadang', 'berubah', 'kayak', 'hack', 'aneh'];hadeh susah banget masuk pilih tema tulis ya meilih tema tulis kadang ubah kayak hack aneh;hadeh susah banget masuk pilih tema tulis ya meilih tema tulis kadang ubah kayak hack aneh;-7.0;Negatif
2025-07-23 05:34:14;aplikasi aneh...tetep stuck pilih tema...di lewatin juga anda belum memilih tema;aplikasi anehtetep stuck pilih temadi lewatin juga anda belum memilih tema;aplikasi anehtetep stuck pilih temadi lewatin juga anda belum memilih tema;aplikasi anehtetep stuck pilih temadi lewatin juga anda belum memilih tema;['aplikasi', 'anehtetep', 'stuck', 'pilih', 'temadi', 'lewatin', 'juga', 'anda', 'belum', 'memilih', 'tema'];['aplikasi', 'anehtetep', 'stuck', 'pilih', 'temadi', 'lewatin', 'memilih', 'tema'];aplikasi anehtetep stuck pilih tadi lewatin pilih tema;aplikasi anehtetep stuck pilih tadi lewatin pilih tema;-8.0;Negatif
2025-07-23 05:15:46;mending website dripda apk;mending website dripda apk;mending website dripda apk;mending website daripada apk;['mending', 'website', 'daripada', 'apk'];['mending', 'website', 'apk'];mending website apk;mending website apk;2.0;Positif
2025-07-23 05:14:00;saat memilih tema sudah dipilih muncul tulisan disuruh memilih lagi;saat memilih tema sudah dipilih muncul tulisan disuruh memilih lagi;saat memilih tema sudah dipilih muncul tulisan disuruh memilih lagi;saat memilih tema sudah dipilih muncul tulisan disuruh memilih lagi;['saat', 'memilih', 'tema', 'sudah', 'dipilih', 'muncul', 'tulisan', 'disuruh', 'memilih', 'lagi'];['memilih', 'tema', 'dipilih', 'muncul', 'tulisan', 'disuruh', 'memilih'];pilih tema pilih muncul tulis suruh pilih;pilih tema pilih muncul tulis suruh pilih;-7.0;Negatif
2025-07-23 05:08:10;bocor kali setelah daftar di arahkan memilih tema tapi setelah di pilih tapii gak bisa ,gitu' mulu capek lah tolong lah ya di perbaiki lagi 👎;bocor kali setelah daftar di arahkan memilih tema tapi setelah di pilih tapii gak bisa gitu mulu capek lah tolong lah ya di perbaiki lagi;bocor kali setelah daftar di arahkan memilih tema tapi setelah di pilih tapii gak bisa gitu mulu capek lah tolong lah ya di perbaiki lagi;bocor kali setelah daftar di arahkan memilih tema tapi setelah di pilih tapi tidak bisa begitu mulu capek lah tolong lah ya di perbaiki lagi;['bocor', 'kali', 'setelah', 'daftar', 'di', 'arahkan', 'memilih', 'tema', 'tapi', 'setelah', 'di', 'pilih', 'tapi', 'tidak', 'bisa', 'begitu', 'mulu', 'capek', 'lah', 'tolong', 'lah', 'ya', 'di', 'perbaiki', 'lagi'];['bocor', 'kali', 'daftar', 'arahkan', 'memilih', 'tema', 'pilih', 'mulu', 'capek', 'tolong', 'ya', 'perbaiki'];bocor kali daftar arah pilih tema pilih mulu capek tolong ya baik;bocor kali daftar arah pilih tema pilih mulu capek tolong ya baik;10.0;Positif
2025-07-23 04:55:26;pilih tema pilih tema terus, sudah dipilih tapi tetap muncul keterangan anda belum memilih tema;pilih tema pilih tema terus sudah dipilih tapi tetap muncul keterangan anda belum memilih tema;pilih tema pilih tema terus sudah dipilih tapi tetap muncul keterangan anda belum memilih tema;pilih tema pilih tema terus sudah dipilih tapi tetap muncul keterangan anda belum memilih tema;['pilih', 'tema', 'pilih', 'tema', 'terus', 'sudah', 'dipilih', 'tapi', 'tetap', 'muncul', 'keterangan', 'anda', 'belum', 'memilih', 'tema'];['pilih', 'tema', 'pilih', 'tema', 'dipilih', 'muncul', 'keterangan', 'memilih', 'tema'];pilih tema pilih tema pilih muncul terang pilih tema;pilih tema pilih tema pilih muncul terang pilih tema;-5.0;Negatif
2025-07-23 04:52:02;Mau pilih tema yang diinginkan masih error dan muncul coba lagi, tetapi pada saat saya coba klik masih tetap muncul coba lagi😢;Mau pilih tema yang diinginkan masih error dan muncul coba lagi tetapi pada saat saya coba klik masih tetap muncul coba lagi;mau pilih tema yang diinginkan masih error dan muncul coba lagi tetapi pada saat saya coba klik masih tetap muncul coba lagi;mau pilih tema yang diinginkan masih error dan muncul coba lagi tetapi pada saat saya coba klik masih tetap muncul coba lagi;['mau', 'pilih', 'tema', 'yang', 'diinginkan', 'masih', 'error', 'dan', 'muncul', 'coba', 'lagi', 'tetapi', 'pada', 'saat', 'saya', 'coba', 'klik', 'masih', 'tetap', 'muncul', 'coba', 'lagi'];['pilih', 'tema', 'error', 'muncul', 'coba', 'coba', 'klik', 'muncul', 'coba'];pilih tema error muncul coba coba klik muncul coba;pilih tema error muncul coba coba klik muncul coba;1.0;Positif
2025-07-23 04:48:51;di update jadi tambahh buruk!!! dulu sebelum update ga perlu suruh milih tema ga jelas itu. sekarang disuruh milih tema dan udah milih satu satu, tapi ngga mau masuk ke tampilan awal, katanya belum milih tema dan padahal udah di klik;di update jadi tambahh buruk dulu sebelum update ga perlu suruh milih tema ga jelas itu sekarang disuruh milih tema dan udah milih satu satu tapi ngga mau masuk ke tampilan awal katanya belum milih tema dan padahal udah di klik;di update jadi tambahh buruk dulu sebelum update ga perlu suruh milih tema ga jelas itu sekarang disuruh milih tema dan udah milih satu satu tapi ngga mau masuk ke tampilan awal katanya belum milih tema dan padahal udah di klik;di update jadi tambah buruk dulu sebelum update tidak perlu suruh memilih tema tidak jelas itu sekarang disuruh memilih tema dan sudah memilih satu satu tapi tidak mau masuk ke tampilan awal katanya belum memilih tema dan padahal sudah di klik;['di', 'update', 'jadi', 'tambah', 'buruk', 'dulu', 'sebelum', 'update', 'tidak', 'perlu', 'suruh', 'memilih', 'tema', 'tidak', 'jelas', 'itu', 'sekarang', 'disuruh', 'memilih', 'tema', 'dan', 'sudah', 'memilih', 'satu', 'satu', 'tapi', 'tidak', 'mau', 'masuk', 'ke', 'tampilan', 'awal', 'katanya', 'belum', 'memilih', 'tema', 'dan', 'padahal', 'sudah', 'di', 'klik'];['update', 'buruk', 'update', 'suruh', 'memilih', 'tema', 'disuruh', 'memilih', 'tema', 'memilih', 'masuk', 'tampilan', 'memilih', 'tema', 'klik'];update buruk update suruh pilih tema suruh pilih tema pilih masuk tampil pilih tema klik;update buruk update suruh pilih tema suruh pilih tema pilih masuk tampil pilih tema klik;-19.0;Negatif
2025-07-23 04:47:52;mohon atasi bug, saya sudah login,disuruh memilih tema,sudah saya pilih tema,dan sudah saya lanjutkan tetap tidak bisa meminta pilih tema terus;mohon atasi bug saya sudah logindisuruh memilih temasudah saya pilih temadan sudah saya lanjutkan tetap tidak bisa meminta pilih tema terus;mohon atasi bug saya sudah logindisuruh memilih temasudah saya pilih temadan sudah saya lanjutkan tetap tidak bisa meminta pilih tema terus;mohon atasi bug saya sudah logindisuruh memilih temasudah saya pilih temadan sudah saya lanjutkan tetap tidak bisa meminta pilih tema terus;['mohon', 'atasi', 'bug', 'saya', 'sudah', 'logindisuruh', 'memilih', 'temasudah', 'saya', 'pilih', 'temadan', 'sudah', 'saya', 'lanjutkan', 'tetap', 'tidak', 'bisa', 'meminta', 'pilih', 'tema', 'terus'];['mohon', 'atasi', 'bug', 'logindisuruh', 'memilih', 'temasudah', 'pilih', 'temadan', 'lanjutkan', 'pilih', 'tema'];mohon atas bug logindisuruh pilih temasudah pilih temadan lanjut pilih tema;mohon atas bug logindisuruh pilih temasudah pilih temadan lanjut pilih tema;-6.0;Negatif
2025-07-23 04:45:27;disuruh pilihan tema pas udah pilih tema malah kak bisa masuk;disuruh pilihan tema pas udah pilih tema malah kak bisa masuk;disuruh pilihan tema pas udah pilih tema malah kak bisa masuk;disuruh pilihan tema pas sudah pilih tema malah kak bisa masuk;['disuruh', 'pilihan', 'tema', 'pas', 'sudah', 'pilih', 'tema', 'malah', 'kak', 'bisa', 'masuk'];['disuruh', 'pilihan', 'tema', 'pas', 'pilih', 'tema', 'kak', 'masuk'];suruh pilih tema pas pilih tema kak masuk;suruh pilih tema pas pilih tema kak masuk;-6.0;Negatif
2025-07-23 04:38:01;ngeblur , tertulis anda belum menentukan tema .... muter muter di situ terus;ngeblur tertulis anda belum menentukan tema muter muter di situ terus;ngeblur tertulis anda belum menentukan tema muter muter di situ terus;ngeblur tertulis anda belum menentukan tema muter muter di situ terus;['ngeblur', 'tertulis', 'anda', 'belum', 'menentukan', 'tema', 'muter', 'muter', 'di', 'situ', 'terus'];['ngeblur', 'tertulis', 'menentukan', 'tema', 'muter', 'muter', 'situ'];ngeblur tulis tentu tema muter muter situ;ngeblur tulis tentu tema muter muter situ;-3.0;Negatif
2025-07-23 04:35:00;Aplikasi pemerintahan paling buruk, buat login saja tidak bisa. Walaupun ui sudah bagus tapi apa gunanya kalo tidak bisa dipake, masih mending polri presisi lancar.;Aplikasi pemerintahan paling buruk buat login saja tidak bisa Walaupun ui sudah bagus tapi apa gunanya kalo tidak bisa dipake masih mending polri presisi lancar;aplikasi pemerintahan paling buruk buat login saja tidak bisa walaupun ui sudah bagus tapi apa gunanya kalo tidak bisa dipake masih mending polri presisi lancar;aplikasi pemerintahan paling buruk buat login saja tidak bisa walaupun ui sudah bagus tapi apa gunanya kalau tidak bisa dipakai masih mending polri presisi lancar;['aplikasi', 'pemerintahan', 'paling', 'buruk', 'buat', 'login', 'saja', 'tidak', 'bisa', 'walaupun', 'ui', 'sudah', 'bagus', 'tapi', 'apa', 'gunanya', 'kalau', 'tidak', 'bisa', 'dipakai', 'masih', 'mending', 'polri', 'presisi', 'lancar'];['aplikasi', 'pemerintahan', 'buruk', 'login', 'ui', 'bagus', 'gunanya', 'dipakai', 'mending', 'polri', 'presisi', 'lancar'];aplikasi perintah buruk login ui bagus guna pakai mending polri presisi lancar;aplikasi perintah buruk login ui bagus guna pakai mending polri presisi lancar;0.0;Netral
2025-07-23 04:08:57;kenapa ketika sudah login tetapi di suruh milih tema tapi ketika mau milih ada notifikasi belum memilih tema dan ketika di pilih opsi lewati juga tidak bisa . mohon arahanya;kenapa ketika sudah login tetapi di suruh milih tema tapi ketika mau milih ada notifikasi belum memilih tema dan ketika di pilih opsi lewati juga tidak bisa mohon arahanya;kenapa ketika sudah login tetapi di suruh milih tema tapi ketika mau milih ada notifikasi belum memilih tema dan ketika di pilih opsi lewati juga tidak bisa mohon arahanya;kenapa ketika sudah login tetapi di suruh memilih tema tapi ketika mau memilih ada notifikasi belum memilih tema dan ketika di pilih opsi lewati juga tidak bisa mohon arahanya;['kenapa', 'ketika', 'sudah', 'login', 'tetapi', 'di', 'suruh', 'memilih', 'tema', 'tapi', 'ketika', 'mau', 'memilih', 'ada', 'notifikasi', 'belum', 'memilih', 'tema', 'dan', 'ketika', 'di', 'pilih', 'opsi', 'lewati', 'juga', 'tidak', 'bisa', 'mohon', 'arahanya'];['login', 'suruh', 'memilih', 'tema', 'memilih', 'notifikasi', 'memilih', 'tema', 'pilih', 'opsi', 'lewati', 'mohon', 'arahanya'];login suruh pilih tema pilih notifikasi pilih tema pilih opsi lewat mohon arahanya;login suruh pilih tema pilih notifikasi pilih tema pilih opsi lewat mohon arahanya;-6.0;Negatif
2025-07-23 04:04:37;Aplikasi sering bug, di bagian menu profil dan server berjalan sangat lambat;Aplikasi sering bug di bagian menu profil dan server berjalan sangat lambat;aplikasi sering bug di bagian menu profil dan server berjalan sangat lambat;aplikasi sering bug di bagian menu profil dan server berjalan sangat lambat;['aplikasi', 'sering', 'bug', 'di', 'bagian', 'menu', 'profil', 'dan', 'server', 'berjalan', 'sangat', 'lambat'];['aplikasi', 'bug', 'menu', 'profil', 'server', 'berjalan', 'lambat'];aplikasi bug menu profil server jalan lambat;aplikasi bug menu profil server jalan lambat;-3.0;Negatif
2025-07-23 04:04:22;server berjalan sangat lambat dan banyak bug!!!!;server berjalan sangat lambat dan banyak bug;server berjalan sangat lambat dan banyak bug;server berjalan sangat lambat dan banyak bug;['server', 'berjalan', 'sangat', 'lambat', 'dan', 'banyak', 'bug'];['server', 'berjalan', 'lambat', 'bug'];server jalan lambat bug;server jalan lambat bug;1.0;Positif
2025-07-23 04:01:18;susah amat masuk aplikasi versi yg sekarang. lagi butuh banget ini tapi susah masuknya;susah amat masuk aplikasi versi yg sekarang lagi butuh banget ini tapi susah masuknya;susah amat masuk aplikasi versi yg sekarang lagi butuh banget ini tapi susah masuknya;susah amat masuk aplikasi versi yang sekarang lagi butuh banget ini tapi susah masuknya;['susah', 'amat', 'masuk', 'aplikasi', 'versi', 'yang', 'sekarang', 'lagi', 'butuh', 'banget', 'ini', 'tapi', 'susah', 'masuknya'];['susah', 'masuk', 'aplikasi', 'versi', 'butuh', 'banget', 'susah', 'masuknya'];susah masuk aplikasi versi butuh banget susah masuk;susah masuk aplikasi versi butuh banget susah masuk;-20.0;Negatif
2025-07-23 04:00:39;apk pemerintah banyak bug ,nggk stabil server lemot ,mau pilih tema buat daftar akun aja lemot banget ,keterangan tema belum di pilih padahal sudah di pilih.buang buang duit negara;apk pemerintah banyak bug nggk stabil server lemot mau pilih tema buat daftar akun aja lemot banget keterangan tema belum di pilih padahal sudah di pilihbuang buang duit negara;apk pemerintah banyak bug nggk stabil server lemot mau pilih tema buat daftar akun aja lemot banget keterangan tema belum di pilih padahal sudah di pilihbuang buang duit negara;apk pemerintah banyak bug tidak stabil server lemot mau pilih tema buat daftar akun saja lemot banget keterangan tema belum di pilih padahal sudah di pilihbuang buang duit negara;['apk', 'pemerintah', 'banyak', 'bug', 'tidak', 'stabil', 'server', 'lemot', 'mau', 'pilih', 'tema', 'buat', 'daftar', 'akun', 'saja', 'lemot', 'banget', 'keterangan', 'tema', 'belum', 'di', 'pilih', 'padahal', 'sudah', 'di', 'pilihbuang', 'buang', 'duit', 'negara'];['apk', 'pemerintah', 'bug', 'stabil', 'server', 'lemot', 'pilih', 'tema', 'daftar', 'akun', 'lemot', 'banget', 'keterangan', 'tema', 'pilih', 'pilihbuang', 'buang', 'duit', 'negara'];apk perintah bug stabil server lot pilih tema daftar akun lot banget terang tema pilih pilihbuang buang duit negara;apk perintah bug stabil server lot pilih tema daftar akun lot banget terang tema pilih pilihbuang buang duit negara;-10.0;Negatif
2025-07-23 04:00:01;aplikasi ga jelas ,,,mas udah pilih tema gak bisa masuk,,,mana butuhnya mepet lagi buat kerja,,,yang bener dong kalo buat aplikasi;aplikasi ga jelas mas udah pilih tema gak bisa masukmana butuhnya mepet lagi buat kerjayang bener dong kalo buat aplikasi;aplikasi ga jelas mas udah pilih tema gak bisa masukmana butuhnya mepet lagi buat kerjayang bener dong kalo buat aplikasi;aplikasi tidak jelas mas sudah pilih tema tidak bisa masukmana butuhnya mepet lagi buat kerjayang benar dong kalau buat aplikasi;['aplikasi', 'tidak', 'jelas', 'mas', 'sudah', 'pilih', 'tema', 'tidak', 'bisa', 'masukmana', 'butuhnya', 'mepet', 'lagi', 'buat', 'kerjayang', 'benar', 'dong', 'kalau', 'buat', 'aplikasi'];['aplikasi', 'mas', 'pilih', 'tema', 'masukmana', 'butuhnya', 'mepet', 'kerjayang', 'aplikasi'];aplikasi mas pilih tema masukmana butuh mepet kerjayang aplikasi;aplikasi mas pilih tema masukmana butuh mepet kerjayang aplikasi;-15.0;Negatif
